Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown0_10,Unknown0_11,Unknown0_12,Unknown0_13,Unknown0_14,Unknown0_15,Unknown0_16,Unknown0_17,Unknown0_18,Unknown0_19,Unknown0_20,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown1_7
"832","1623","2434","2434","2434","1623","2434","2434","1623","2434","0","2434","0","0","1623","1623","1608","54","0","2434","1623","126","0","1843","1843","1843","1843","0","1623","0"
"833","1625","2437","2437","2437","1625","2437","2437","1625","2437","0","2437","0","0","1625","1625","1610","54","0","2437","1625","126","0","1847","1847","1847","1847","0","1625","0"
"834","1627","2440","2440","2440","1627","2440","2440","1627","2440","0","2440","0","0","1627","1627","1612","54","0","2440","1627","126","0","1851","1851","1851","1851","0","1627","0"
"835","1629","2443","2443","2443","1629","2443","2443","1629","2443","0","2443","0","0","1629","1629","1614","54","0","2443","1629","126","0","1855","1855","1855","1855","0","1629","0"
"836","1631","2446","2446","2446","1631","2446","2446","1631","2446","0","2446","0","0","1631","1631","1616","54","0","2446","1631","126","0","1859","1859","1859","1859","0","1631","0"
"837","1633","2449","2449","2449","1633","2449","2449","1633","2449","0","2449","0","0","1633","1633","1618","54","0","2449","1633","126","0","1863","1863","1863","1863","0","1633","0"
"838","1635","2452","2452","2452","1635","2452","2452","1635","2452","0","2452","0","0","1635","1635","1620","54","0","2452","1635","126","0","1867","1867","1867","1867","0","1635","0"
"839","1637","2455","2455","2455","1637","2455","2455","1637","2455","0","2455","0","0","1637","1637","1622","54","0","2455","1637","126","0","1871","1871","1871","1871","0","1637","0"
"840","1639","2458","2458","2458","1639","2458","2458","1639","2458","0","2458","0","0","1639","1639","1624","54","0","2458","1639","126","0","1875","1875","1875","1875","0","1639","0"
"841","1641","2461","2461","2461","1641","2461","2461","1641","2461","0","2461","0","0","1641","1641","1626","54","0","2461","1641","126","0","1879","1879","1879","1879","0","1641","0"
"842","1643","2464","2464","2464","1643","2464","2464","1643","2464","0","2464","0","0","1643","1643","1628","54","0","2464","1643","126","0","1883","1883","1883","1883","0","1643","0"
"843","1645","2467","2467","2467","1645","2467","2467","1645","2467","0","2467","0","0","1645","1645","1630","54","0","2467","1645","126","0","1887","1887","1887","1887","0","1645","0"
"844","1647","2470","2470","2470","1647","2470","2470","1647","2470","0","2470","0","0","1647","1647","1632","54","0","2470","1647","126","0","1891","1891","1891","1891","0","1647","0"
"845","1649","2473","2473","2473","1649","2473","2473","1649","2473","0","2473","0","0","1649","1649","1634","54","0","2473","1649","126","0","1895","1895","1895","1895","0","1649","0"
"846","1651","2476","2476","2476","1651","2476","2476","1651","2476","0","2476","0","0","1651","1651","1636","54","0","2476","1651","126","0","1899","1899","1899","1899","0","1651","0"
"847","1653","2479","2479","2479","1653","2479","2479","1653","2479","0","2479","0","0","1653","1653","1638","54","0","2479","1653","126","0","1903","1903","1903","1903","0","1653","0"
"848","1655","2482","2482","2482","1655","2482","2482","1655","2482","0","2482","0","0","1655","1655","1640","54","0","2482","1655","126","0","1907","1907","1907","1907","0","1655","0"
"849","1657","2485","2485","2485","1657","2485","2485","1657","2485","0","2485","0","0","1657","1657","1642","54","0","2485","1657","126","0","1911","1911","1911","1911","0","1657","0"
"850","1659","2488","2488","2488","1659","2488","2488","1659","2488","0","2488","0","0","1659","1659","1644","54","0","2488","1659","126","0","1916","1916","1916","1916","0","1659","0"
"851","1661","2491","2491","2491","1661","2491","2491","1661","2491","0","2491","0","0","1661","1661","1646","54","0","2491","1661","126","0","1920","1920","1920","1920","0","1661","0"
"852","1663","2494","2494","2494","1663","2494","2494","1663","2494","0","2494","0","0","1663","1663","1648","54","0","2494","1663","126","0","1924","1924","1924","1924","0","1663","0"
"853","1665","2497","2497","2497","1665","2497","2497","1665","2497","0","2497","0","0","1665","1665","1650","54","0","2497","1665","126","0","1928","1928","1928","1928","0","1665","0"
"854","1667","2500","2500","2500","1667","2500","2500","1667","2500","0","2500","0","0","1667","1667","1652","54","0","2500","1667","126","0","1932","1932","1932","1932","0","1667","0"
"855","1669","2503","2503","2503","1669","2503","2503","1669","2503","0","2503","0","0","1669","1669","1654","54","0","2503","1669","126","0","1936","1936","1936","1936","0","1669","0"
"856","1671","2506","2506","2506","1671","2506","2506","1671","2506","0","2506","0","0","1671","1671","1656","54","0","2506","1671","126","0","1940","1940","1940","1940","0","1671","0"
"857","1673","2509","2509","2509","1673","2509","2509","1673","2509","0","2509","0","0","1673","1673","1658","54","0","2509","1673","126","0","1944","1944","1944","1944","0","1673","0"
"858","1675","2512","2512","2512","1675","2512","2512","1675","2512","0","2512","0","0","1675","1675","1660","54","0","2512","1675","126","0","1948","1948","1948","1948","0","1675","0"
"859","1677","2515","2515","2515","1677","2515","2515","1677","2515","0","2515","0","0","1677","1677","1662","54","0","2515","1677","126","0","1952","1952","1952","1952","0","1677","0"
"860","1679","2518","2518","2518","1679","2518","2518","1679","2518","0","2518","0","0","1679","1679","1664","54","0","2518","1679","126","0","1956","1956","1956","1956","0","1679","0"
"861","1681","2521","2521","2521","1681","2521","2521","1681","2521","0","2521","0","0","1681","1681","1666","54","0","2521","1681","126","0","1960","1960","1960","1960","0","1681","0"
"862","1683","2524","2524","2524","1683","2524","2524","1683","2524","0","2524","0","0","1683","1683","1668","54","0","2524","1683","126","0","1964","1964","1964","1964","0","1683","0"
"863","1685","2527","2527","2527","1685","2527","2527","1685","2527","0","2527","0","0","1685","1685","1670","54","0","2527","1685","126","0","1968","1968","1968","1968","0","1685","0"
"864","1687","2530","2530","2530","1687","2530","2530","1687","2530","0","2530","0","0","1687","1687","1672","54","0","2530","1687","126","0","1972","1972","1972","1972","0","1687","0"
"865","1689","2533","2533","2533","1689","2533","2533","1689","2533","0","2533","0","0","1689","1689","1674","54","0","2533","1689","126","0","1976","1976","1976","1976","0","1689","0"
"866","1691","2536","2536","2536","1691","2536","2536","1691","2536","0","2536","0","0","1691","1691","1676","54","0","2536","1691","126","0","1980","1980","1980","1980","0","1691","0"
"867","1693","2540","2540","2540","1693","2540","2540","1693","2540","0","2540","0","0","1693","1693","1678","54","0","2540","1693","126","0","1984","1984","1984","1984","0","1693","0"
"868","1695","2543","2543","2543","1695","2543","2543","1695","2543","0","2543","0","0","1695","1695","1680","54","0","2543","1695","126","0","1989","1989","1989","1989","0","1695","0"
"869","1697","2546","2546","2546","1697","2546","2546","1697","2546","0","2546","0","0","1697","1697","1682","54","0","2546","1697","126","0","1993","1993","1993","1993","0","1697","0"
"870","1699","2549","2549","2549","1699","2549","2549","1699","2549","0","2549","0","0","1699","1699","1684","54","0","2549","1699","126","0","1997","1997","1997","1997","0","1699","0"
"871","1701","2552","2552","2552","1701","2552","2552","1701","2552","0","2552","0","0","1701","1701","1686","54","0","2552","1701","126","0","2001","2001","2001","2001","0","1701","0"
"872","1703","2555","2555","2555","1703","2555","2555","1703","2555","0","2555","0","0","1703","1703","1688","54","0","2555","1703","126","0","2005","2005","2005","2005","0","1703","0"
"873","1705","2558","2558","2558","1705","2558","2558","1705","2558","0","2558","0","0","1705","1705","1690","54","0","2558","1705","126","0","2009","2009","2009","2009","0","1705","0"
"874","1707","2561","2561","2561","1707","2561","2561","1707","2561","0","2561","0","0","1707","1707","1692","54","0","2561","1707","126","0","2013","2013","2013","2013","0","1707","0"
"875","1709","2564","2564","2564","1709","2564","2564","1709","2564","0","2564","0","0","1709","1709","1694","54","0","2564","1709","126","0","2017","2017","2017","2017","0","1709","0"
"876","1711","2567","2567","2567","1711","2567","2567","1711","2567","0","2567","0","0","1711","1711","1696","54","0","2567","1711","126","0","2021","2021","2021","2021","0","1711","0"
"877","1713","2570","2570","2570","1713","2570","2570","1713","2570","0","2570","0","0","1713","1713","1698","54","0","2570","1713","126","0","2025","2025","2025","2025","0","1713","0"
"878","1715","2573","2573","2573","1715","2573","2573","1715","2573","0","2573","0","0","1715","1715","1700","54","0","2573","1715","126","0","2029","2029","2029","2029","0","1715","0"
"879","1717","2576","2576","2576","1717","2576","2576","1717","2576","0","2576","0","0","1717","1717","1702","54","0","2576","1717","126","0","2033","2033","2033","2033","0","1717","0"
"880","1719","2579","2579","2579","1719","2579","2579","1719","2579","0","2579","0","0","1719","1719","1704","54","0","2579","1719","126","0","2037","2037","2037","2037","0","1719","0"
"881","1721","2582","2582","2582","1721","2582","2582","1721","2582","0","2582","0","0","1721","1721","1706","54","0","2582","1721","126","0","2041","2041","2041","2041","0","1721","0"
"882","1723","2585","2585","2585","1723","2585","2585","1723","2585","0","2585","0","0","1723","1723","1708","54","0","2585","1723","126","0","2045","2045","2045","2045","0","1723","0"
"883","1725","2588","2588","2588","1725","2588","2588","1725","2588","0","2588","0","0","1725","1725","1710","54","0","2588","1725","126","0","2049","2049","2049","2049","0","1725","0"
"884","1727","2591","2591","2591","1727","2591","2591","1727","2591","0","2591","0","0","1727","1727","1712","54","0","2591","1727","126","0","2053","2053","2053","2053","0","1727","0"
"885","1729","2594","2594","2594","1729","2594","2594","1729","2594","0","2594","0","0","1729","1729","1714","54","0","2594","1729","126","0","2057","2057","2057","2057","0","1729","0"
"886","1731","2597","2597","2597","1731","2597","2597","1731","2597","0","2597","0","0","1731","1731","1716","54","0","2597","1731","126","0","2061","2061","2061","2061","0","1731","0"
"887","1733","2600","2600","2600","1733","2600","2600","1733","2600","0","2600","0","0","1733","1733","1718","54","0","2600","1733","126","0","2066","2066","2066","2066","0","1733","0"
"888","1735","2603","2603","2603","1735","2603","2603","1735","2603","0","2603","0","0","1735","1735","1720","54","0","2603","1735","126","0","2070","2070","2070","2070","0","1735","0"
"889","1737","2606","2606","2606","1737","2606","2606","1737","2606","0","2606","0","0","1737","1737","1722","54","0","2606","1737","126","0","2074","2074","2074","2074","0","1737","0"
"890","1740","2609","2609","2609","1740","2609","2609","1740","2609","0","2609","0","0","1740","1740","1725","54","0","2609","1740","126","0","2078","2078","2078","2078","0","1740","0"
"891","1742","2612","2612","2612","1742","2612","2612","1742","2612","0","2612","0","0","1742","1742","1727","54","0","2612","1742","126","0","2082","2082","2082","2082","0","1742","0"
"892","1744","2615","2615","2615","1744","2615","2615","1744","2615","0","2615","0","0","1744","1744","1729","54","0","2615","1744","126","0","2086","2086","2086","2086","0","1744","0"
"893","1746","2618","2618","2618","1746","2618","2618","1746","2618","0","2618","0","0","1746","1746","1731","54","0","2618","1746","126","0","2090","2090","2090","2090","0","1746","0"
"894","1748","2621","2621","2621","1748","2621","2621","1748","2621","0","2621","0","0","1748","1748","1733","54","0","2621","1748","126","0","2094","2094","2094","2094","0","1748","0"
"895","1750","2624","2624","2624","1750","2624","2624","1750","2624","0","2624","0","0","1750","1750","1735","54","0","2624","1750","126","0","2098","2098","2098","2098","0","1750","0"
"896","1752","2627","2627","2627","1752","2627","2627","1752","2627","0","2627","0","0","1752","1752","1737","54","0","2627","1752","126","0","2102","2102","2102","2102","0","1752","0"
"897","1754","2630","2630","2630","1754","2630","2630","1754","2630","0","2630","0","0","1754","1754","1739","54","0","2630","1754","126","0","2106","2106","2106","2106","0","1754","0"
"898","1756","2633","2633","2633","1756","2633","2633","1756","2633","0","2633","0","0","1756","1756","1741","54","0","2633","1756","126","0","2110","2110","2110","2110","0","1756","0"
"899","1758","2636","2636","2636","1758","2636","2636","1758","2636","0","2636","0","0","1758","1758","1743","54","0","2636","1758","126","0","2114","2114","2114","2114","0","1758","0"
"900","1760","2639","2639","2639","1760","2639","2639","1760","2639","0","2639","0","0","1760","1760","1745","54","0","2639","1760","126","0","2118","2118","2118","2118","0","1760","0"
"901","1762","2642","2642","2642","1762","2642","2642","1762","2642","0","2642","0","0","1762","1762","1747","54","0","2642","1762","126","0","2122","2122","2122","2122","0","1762","0"
"902","1764","2645","2645","2645","1764","2645","2645","1764","2645","0","2645","0","0","1764","1764","1749","54","0","2645","1764","126","0","2126","2126","2126","2126","0","1764","0"
"903","1766","2648","2648","2648","1766","2648","2648","1766","2648","0","2648","0","0","1766","1766","1751","54","0","2648","1766","126","0","2130","2130","2130","2130","0","1766","0"
"904","1768","2651","2651","2651","1768","2651","2651","1768","2651","0","2651","0","0","1768","1768","1753","54","0","2651","1768","126","0","2134","2134","2134","2134","0","1768","0"
"905","1770","2654","2654","2654","1770","2654","2654","1770","2654","0","2654","0","0","1770","1770","1755","54","0","2654","1770","126","0","2138","2138","2138","2138","0","1770","0"
"906","1772","2657","2657","2657","1772","2657","2657","1772","2657","0","2657","0","0","1772","1772","1757","54","0","2657","1772","126","0","2143","2143","2143","2143","0","1772","0"
"907","1774","2660","2660","2660","1774","2660","2660","1774","2660","0","2660","0","0","1774","1774","1759","54","0","2660","1774","126","0","2147","2147","2147","2147","0","1774","0"
"908","1776","2663","2663","2663","1776","2663","2663","1776","2663","0","2663","0","0","1776","1776","1761","54","0","2663","1776","126","0","2151","2151","2151","2151","0","1776","0"
