Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1
"5681","3749","0","0","3","26"
"5682","0.25","0.25","0.7","6596056","22"
"5683","0.5","0","0.8","8650758","22"
"5684","1.323407E+07","0","0","0","1"
"5685","1.674458E+07","0","0","0","1"
"5686","1.674458E+07","0","0","0","1"
"5687","3469","0","0","2","26"
"5688","3472","0","0","3","26"
"5689","3470","0","0","1","26"
"5690","1.297606E+07","0","0","0","1"
"5691","0","0","0.25","0","21"
"5692","1.552658E+07","0","0","0","1"
"5693","2331","0","0","1","26"
"5694","709","0","0","0","9"
"5695","1.526491E+07","1","1","0","13"
"5696","0.01","0","0","0","14"
"5697","1","1","0.75","5573766","22"
"5698","3479","0","0","1","26"
"5699","585","0","0","0","9"
"5700","256","0","0","-2.147484E+09","9"
"5701","585","0","0","0","9"
"5702","3480","0","0","1","26"
"5703","1553","0","0","3","26"
"5704","458","0","0","1","26"
"5705","3705","0","0","0","26"
"5706","277","0","0","2","26"
"5707","585","0","0","-2.147484E+09","9"
"5708","0","0","0","0","1"
"5709","6710886","0","0","0","1"
"5710","3718","0","0","3","26"
"5711","567","0","0","0","9"
"5712","585","0","0","0","9"
"5713","1.51609E+07","0","0","0","1"
"5714","618","0","0","0","9"
"5715","567","0","0","0","9"
"5716","585","0","0","0","9"
"5717","0","3","1","5245799","22"
"5718","3489","0","0","1","26"
"5719","3493","0","0","1","26"
"5720","3497","0","0","1","26"
"5721","0","0","1","1.357624E+07","22"
"5722","0","0","0","0","1"
"5723","3342","0","0","0","26"
"5724","0","0","0.6","9840338","22"
"5725","337","0","0","0","26"
"5726","2","2","0.5","1.671188E+07","22"
"5727","0.1","0","1","0","14"
"5728","3500","0","0","1","26"
"5729","3501","0","0","3","26"
"5730","0","0","0","0","14"
"5731","0","0","0","1.671168E+07","22"
"5732","3502","0","0","1","26"
"5733","1.61933E+07","20","2000","100","8"
"5734","3503","0","0","3","26"
"5735","1.671168E+07","0","0","0","1"
"5736","7024777","0","3","0","13"
"5737","458","0","0","0","26"
"5738","7168353","0","0","0","1"
"5739","1","0","0.5","0","21"
"5740","3502","0","0","0","26"
"5741","1.350813E+07","0","0","0","1"
"5742","3509","0","0","3","26"
"5743","3507","0","0","3","26"
"5744","458","0","0","1","26"
"5745","0","0","0.5","1.388096E+07","22"
"5746","0.25","0","0.85","7351430","22"
"5747","3510","0","0","1","26"
"5748","3576","0","0","1","26"
"5749","5055311","0","0","0","1"
"5750","0.7","0","0","0","14"
"5751","677","0","0","0","9"
"5752","3528","0","0","1","26"
"5753","621","0","0","0","9"
"5754","622","0","0","0","9"
"5755","1","1","0.5","7121341","23"
"5756","721","0","0","0","9"
"5757","722","0","0","0","9"
"5758","1.452723E+07","0","0","0","1"
"5759","2758","0","0","3","26"
"5760","2251","0","0","0","26"
"5761","0.6","0","0.8","2127012","22"
"5762","3516","0","0","1","26"
"5763","256","0","0","0","9"
"5764","624","0","0","0","9"
"5765","1.6751E+07","0","0","0","1"
"5766","0","81324","0","-2.147484E+09","17"
"5767","0","60619","0","0","17"
"5768","0","60620","0","0","17"
"5769","0","60617","0","0","17"
"5770","0","81325","0","0","17"
"5771","0","64310","0","0","17"
"5772","0","60618","0","0","17"
"5773","0","62814","0","0","17"
"5774","0","62816","0","0","17"
"5775","0","64311","0","0","17"
"5776","0","81326","0","0","17"
"5777","3523","0","0","1","26"
"5778","3523","0","0","0","26"
"5779","1.671168E+07","8","400","128","8"
"5780","1.51609E+07","0","0","0","1"
"5781","0","0","1","1.191985E+07","23"
"5782","0.9","0","0","0","14"
"5783","0","0","0.5","6684672","22"
"5784","0.8","0","0","0","14"
"5785","0.9","0","0","0","14"
"5786","1","0","0.5","278528","22"
"5787","626","0","0","0","9"
"5788","0.9","0","0","0","14"
"5789","1","0","0.5","8415232","22"
"5790","0.9","0","0","0","14"
"5791","0","0","0.5","7733376","22"
"5792","360","0","0","0","9"
"5793","2538","0","0","2","26"
"5794","9222653","0","0","0","1"
"5795","0.5","0","0","0","14"
"5796","2538","0","0","0","26"
"5797","1.54793E+07","0","6","0","13"
"5798","2441","0","0","3","26"
"5799","2","2","0.5","4276545","22"
"5800","0.1","0","1","0","14"
"5801","1791","0","0","0","1"
"5802","621","0","0","-2.147484E+09","9"
"5803","622","0","0","-2.147484E+09","9"
"5804","2207","0","0","2","26"
"5805","3544","0","0","1","26"
"5806","1.673944E+07","0","0","0","1"
"5807","1.017084E+07","0","0","0","1"
"5808","360","0","0","0","9"
"5809","3202","0","0","3","26"
"5810","662","0","0","0","9"
"5811","627","0","0","0","9"
"5812","2","2","0.5","3924453","22"
"5813","0.5","0","1","0","14"
"5814","1.385894E+07","0","0","0","1"
"5815","1546","0","0","3","26"
"5816","2441","0","0","3","26"
"5817","3562","0","0","1","26"
"5818","0","0","2","4","1"
"5819","1.674406E+07","0","2","15","1"
"5820","6373161","0","0","0","1"
"5821","3538","0","0","0","26"
"5822","1.674226E+07","20","600","100","8"
"5823","0.5","0","0","0","14"
"5824","146","0","0","0","9"
"5825","1.34725E+07","0","0","0","1"
"5826","1435","0","0","3","26"
"5827","628","0","0","0","9"
"5828","585","0","0","0","9"
"5829","0","3","1","0","21"
"5830","628","0","0","0","9"
"5831","256","0","0","-2.147484E+09","9"
"5832","512","0","0","-2.147484E+09","9"
"5833","257","0","0","0","9"
"5834","5","3","1","0","21"
"5835","699","0","0","0","9"
"5836","524","0","0","0","9"
"5837","719","0","0","0","9"
"5838","95","0","0","0","26"
"5839","2723","0","0","1","26"
"5840","1.313419E+07","0","0","0","1"
"5841","1","4","0","1.677722E+07","18"
"5842","0","0","0.85","1.671172E+07","22"
"5843","0.3","0","0","0","14"
"5844","1.675382E+07","0","0","0","1"
"5845","1553","0","0","3","26"
"5846","0.3","2","1","1.677722E+07","18"
"5847","635","0","0","0","9"
"5848","1.674891E+07","3","1","0","13"
"5849","0.25","0","0","0","14"
"5850","3545","0","0","3","26"
"5851","3547","0","0","3","26"
"5852","526","0","0","0","9"
"5853","6974058","0","6","0","13"
"5854","3479","0","0","1","26"
"5855","1.181653E+07","0","0","0","1"
"5856","617","0","0","0","9"
"5857","1.676378E+07","0","0","0","1"
"5858","3335","0","0","0","26"
"5859","9372320","0","0","0","13"
"5860","3335","0","0","1","26"
"5861","3584","3.5","6","7","26"
"5862","1.269114E+07","0","0","0","1"
"5863","1.583478E+07","0","0","0","1"
"5864","1.571058E+07","0","0","0","1"
"5865","0.5","0.5","1","8413342","22"
"5866","2783","0","0","1","26"
"5867","2217","0","0","1","26"
"5868","1.671168E+07","8","400","128","8"
"5869","0","3","1","5245799","22"
"5870","1.671168E+07","8","400","128","8"
"5871","0","0","0","0","17"
"5872","1.386279E+07","1","2","0","13"
"5873","1","2","0.5","9812921","22"
"5874","1.626347E+07","20","600","100","8"
"5875","3503","0","0","3","26"
"5876","3556","0","0","3","26"
"5877","3557","0","0","3","26"
"5878","3557","0","0","3","26"
"5879","1","0","0","0","2"
"5880","1.671168E+07","8","400","128","8"
"5881","3479","0","0","1","26"
"5882","3559","0","0","1","26"
"5883","0","1905","0","0","17"
"5884","632","0","1121","0","9"
"5885","1.51609E+07","0","0","0","1"
"5886","1.453574E+07","20","4000","100","8"
"5887","1362","0","0","3","26"
"5888","682","0","0","3","26"
"5889","0","0","1","1.165284E+07","23"
"5890","2534","0","0","0","26"
"5891","678","0","0","0","9"
"5892","1161","0","0","3","26"
"5893","3135","0","0","1","26"
"5894","1.54793E+07","0","6","-2.147484E+09","13"
"5895","0","0","0","0","11"
"5896","2783","0","0","1","26"
"5897","0","0","1","2624048","22"
"5898","0","0","1","667691","22"
"5899","0","0","1","667691","22"
"5900","8388608","0","0","0","1"
"5901","0.5","0","2","0","14"
"5902","2917","0","0","1","26"
"5903","2917","0","0","0","26"
"5904","9372320","0","0","0","13"
"5905","107","0","0","0","9"
"5906","1230","0","0","3","26"
"5907","1.196055E+07","0","0","0","1"
"5908","1.315985E+07","0","0","0","1"
"5909","0","0","0.4","0","21"
"5910","0","0","0","0","11"
"5911","0","0","0","0","11"
"5912","0","0","0","0","11"
"5913","3767","0","0","3","26"
"5914","1.61933E+07","20","2000","100","8"
"5915","512","0","0","0","9"
"5916","1.362631E+07","0","0","0","1"
"5917","403","0","0","0","9"
"5918","1.61933E+07","20","2000","100","8"
"5919","405","0","0","0","9"
"5920","3566","0","0","3","26"
"5921","2686720","0","0","0","1"
"5922","3567","0","0","3","26"
"5923","0","0","0.2","6290236","23"
"5924","146","0","0","0","9"
"5925","686","0","0","0","9"
"5926","267","0","0","3","26"
"5927","2430","0","0","3","26"
"5928","3568","0","0","3","26"
"5929","3497","0","0","3","26"
"5930","3571","0","0","3","26"
"5931","635","0","0","0","9"
"5932","636","0","0","-2.147484E+09","9"
"5933","0","81324","0","0","17"
"5934","0","60619","0","0","17"
"5935","0","60620","0","0","17"
"5936","0","60617","0","0","17"
"5937","0","81325","0","0","17"
"5938","0","64310","0","0","17"
"5939","0","60618","0","0","17"
"5940","0","62814","0","0","17"
"5941","0","62816","0","0","17"
"5942","0","64311","0","0","17"
"5943","0","81326","0","0","17"
"5944","0","0","0.1","1.585026E+07","22"
"5945","3558","0","0","1","26"
"5946","3576","0","0","1","26"
"5947","1048642","0","0","0","1"
"5948","0.75","0","2","0","14"
"5949","3558","0","0","1","26"
"5950","3627","0","0","3","26"
"5951","0","0","0.2","1.677466E+07","23"
"5952","1.51609E+07","0","0","0","1"
"5953","1.538944E+07","0","0","0","1"
"5954","0.9","0","0","0","14"
"5955","1.54793E+07","0","6","0","13"
"5956","1.202683E+07","0","3","0","1"
"5957","2897","0","0","3","26"
"5958","1","1","1","33375","22"
"5959","1.15479E+07","0","1","5","1"
"5960","637","0","3578","0","9"
"5961","2897","0","0","3","26"
"5962","3577","0","0","3","26"
"5963","3580","0","0","0","26"
"5964","3580","0","0","2","26"
"5965","3580","0","0","2","26"
"5966","1.435522E+07","20","1000","100","8"
"5967","640","0","0","0","9"
"5968","0.25","0.25","0.5","1.356621E+07","22"
"5969","0","0","0","0","11"
"5970","30976","0","1","14","1"
"5971","112","0","0","0","9"
"5972","0","0","0.6","0","21"
"5973","0","0","1","1.192737E+07","22"
"5974","1.61933E+07","20","2000","100","8"
"5975","3585","0","0","3","26"
"5976","327","0","0","0","9"
"5977","2534","0","0","3","26"
"5978","1.61933E+07","20","2000","100","8"
"5979","512","0","0","0","9"
"5980","3616","0","0","3","26"
"5981","6841698","0","0","0","1"
"5982","512","0","0","0","9"
"5983","1.671168E+07","8","400","128","8"
"5984","0.3","2","1","1841997","22"
"5985","3588","0","0","3","26"
"5986","1.671168E+07","8","400","128","8"
"5987","1339","0","0","1","26"
"5988","0.25","1","0.5","65458","22"
"5989","1","1","0.5","9368785","22"
"5990","0","1906","0","0","17"
"5991","3589","0","0","1","26"
"5992","0.8","0","0","0","14"
"5993","0.8","0","0","0","14"
"5994","3591","0","0","1","26"
"5995","0.8","0","0","0","14"
"5996","1.676591E+07","0","1","14","1"
"5997","3594","0","0","1","26"
"5998","0","0","0.75","1535","22"
"5999","1","0","0","0","15"
"6000","3595","0","0","3","26"
"6001","3595","0","0","3","26"
"6002","3595","0","0","2","26"
"6003","1.54793E+07","0","6","-2.147484E+09","13"
"6004","0.3","2","1","0","14"
"6005","0","110427","0","0","17"
"6006","1.5","0","0","6","11"
"6007","1.5","0","0","6","11"
"6008","2","0","1","1.605134E+07","22"
"6009","2441","0","0","3","26"
"6010","511","0","0","0","9"
"6011","8834154","0","0","0","1"
"6012","1435","0","0","1","26"
"6013","1.626347E+07","20","600","100","8"
"6014","1.290497E+07","0","0","0","1"
"6015","3503","0","0","3","26"
"6016","3598","0","0","3","26"
"6017","0","0","1","1.677261E+07","18"
"6018","444","0","0","0","9"
"6019","3599","0","0","1","26"
"6020","3576","0","0","3","26"
"6021","1.671168E+07","8","400","128","8"
"6022","0","0","0.5","0","22"
"6023","3600","0","0","3","26"
"6024","3576","0","0","3","26"
"6025","3567","0","0","3","26"
"6026","0.3","2","1","1841997","22"
"6027","1.060414E+07","0","0","0","1"
"6028","59","0","0","3","26"
"6029","3544","0","0","1","26"
"6030","3555","0","0","3","26"
"6031","360","0","0","0","9"
"6032","338","0","0","0","9"
"6033","338","0","0","0","9"
"6034","1.518874E+07","0","0","0","1"
"6035","1421","0","0","3","26"
"6036","1.676025E+07","0","0","0","1"
"6037","3605","0","0","0","26"
"6038","541","0","0","0","9"
"6039","43007","30","3000","1","8"
"6040","9074175","0","0","0","1"
"6041","0","0","0","0","11"
"6042","0","0","0","0","14"
"6043","1","0","1","0","21"
"6044","646","0","0","0","9"
"6045","1.271302E+07","20","600","100","8"
"6046","1","0","0","0","2"
"6047","0","0","1","1.191985E+07","23"
"6048","0.5","1","0","5245799","14"
"6049","1544951","20","2000","100","8"
"6050","1.053635E+07","0","0","0","1"
"6051","0","0","1","1.191985E+07","23"
"6052","1.112619E+07","0","0","0","1"
"6053","3459","0","0","3","26"
"6054","1.190181E+07","0","0","0","1"
"6055","1.6751E+07","0","0","0","1"
"6056","654","0","0","0","9"
"6057","655","0","0","0","9"
"6058","3613","0","0","3","26"
"6059","0","0","0","0","9"
"6060","0","0","1","1.191985E+07","23"
"6061","3613","0","0","1","26"
"6062","0","0","1","1.191985E+07","23"
"6063","1","20","600","100","27"
"6064","0","20291","1000","1","8"
"6065","648","0","0","0","9"
"6066","649","0","0","0","9"
"6067","3558","0","0","1","26"
"6068","1.094441E+07","0","0","0","1"
"6069","3512","0","0","2","26"
"6070","6045973","0","0","0","1"
"6072","1","0","0","0","15"
"6073","1.439967E+07","0","0","0","1"
"6074","7876619","0","0","0","1"
"6075","3621","0","0","1","26"
"6076","0.6","0","0","0","14"
"6077","3005941","0","0","0","1"
"6078","1.435522E+07","20","1000","100","8"
"6079","3576","0","0","0","26"
"6080","0","0","1","1.487667E+07","22"
"6081","1.518874E+07","0","0","0","1"
"6082","656","0","0","0","9"
"6083","3567","0","0","1","26"
"6084","1421","0","0","3","26"
"6085","1.393946E+07","0","0","0","1"
"6086","0","0","0.25","8616294","22"
"6087","0","0","0.25","1.189333E+07","22"
"6088","3627","0","0","3","26"
"6089","3947775","0","0","0","1"
"6090","1.377361E+07","0","100000","0","8"
"6091","0","0","0","0","11"
"6092","6052956","0","0","0","1"
"6093","0","0","1","0","21"
"6094","0","0","1","0","21"
"6095","3628","0","0","3","26"
"6096","6045973","0","0","0","1"
"6097","2","0","0","0","9"
"6098","1","0","1","1.677261E+07","14"
"6099","3209","0","0","0","26"
"6100","1255","0","0","1","26"
"6101","0.3","2","1","0","14"
"6102","658","0","0","0","9"
"6103","1.674458E+07","0","0","0","1"
"6104","139","0","0","0","9"
"6105","1.673888E+07","0","6","0","13"
"6106","1.673914E+07","0","6","0","13"
"6107","1.673863E+07","0","6","-2.147484E+09","13"
"6108","3635","0","0","3","26"
"6109","3636","0","0","3","26"
"6110","1.51609E+07","0","0","0","1"
"6111","1.273607E+07","0","0","0","1"
"6112","1336","0","0","0","26"
"6113","3639","0","0","3","26"
"6114","256","0","0","0","9"
"6115","0","45630","0","0","17"
"6116","0","92498","0","0","17"
"6117","1.51906E+07","0","0","0","1"
"6118","437","0","0","0","9"
"6119","488","0","0","0","9"
"6120","471","0","0","0","9"
"6121","1.6751E+07","0","0","0","1"
"6122","1.277942E+07","0","0","0","1"
"6123","2424909","0","0","0","1"
"6124","0.8","0","0","0","14"
"6125","6447714","0","0","0","1"
"6126","2960685","0","0","0","1"
"6127","3613","0","0","3","26"
"6128","6169226","0","0","0","1"
"6129","0.8","0","2","0","14"
"6130","7434751","0","0","0","1"
"6131","3647","0","0","1","26"
"6132","0","0","0.1","7736722","22"
"6133","0.01","1","5","0","14"
"6134","1.269811E+07","0","0","0","1"
"6135","811","0","0","3","26"
"6136","2465","0","0","1","26"
"6137","1.674248E+07","0","6","-2.147484E+09","13"
"6138","1.435522E+07","20","1000","100","8"
"6139","1.67538E+07","0","6","0","13"
"6140","1.435522E+07","20","1000","100","8"
"6141","0","0","0.65","44009","22"
"6142","0.5","0","0.85","21659","14"
"6143","0.65","0.2","2","0","14"
"6144","0","0","0.75","2849484","22"
"6145","9730559","0","0","0","1"
"6146","5592575","0","0","0","1"
"6147","9276889","0","0","0","1"
"6148","8158463","0","0","0","1"
"6149","6974207","0","0","0","1"
"6150","9074175","0","0","0","1"
"6151","0","0","0","0","11"
"6152","0.5","0","0","-2.147484E+09","14"
"6153","0","1","0.5","6956031","22"
"6154","3657","0","0","2","26"
"6155","1.536599E+07","0","0","0","1"
"6156","1.529969E+07","0","0","0","1"
"6157","3584","2.5","5","0","26"
"6158","541","0","0","0","9"
"6159","418","0","0","-2.147484E+09","9"
"6160","3576","0","0","2","26"
"6161","744","0","0","1","26"
"6162","3657","0","0","0","26"
"6163","0.45","0","2","0","15"
"6164","3657","0","0","1","26"
"6165","3662","0","0","3","26"
"6166","1","0","0","0","9"
"6167","8614655","0","0","0","1"
"6168","7961087","0","1","0","1"
"6169","8158463","0","0","0","1"
"6170","1.674304E+07","0","0","0","1"
"6171","0","0","2","0","7"
"6172","8947967","0","0","0","1"
"6173","8755445","0","1","0","13"
"6174","9074175","0","0","0","1"
"6176","8158463","0","0","0","1"
"6177","9074175","0","0","0","1"
"6178","0","0","0","0","11"
"6179","1.675562E+07","0","1","0","1"
"6180","1435","0","0","3","26"
"6181","3470","0","0","1","26"
"6182","1.676364E+07","0","0","0","1"
"6183","1.674583E+07","0","6","0","13"
"6184","3667","0","0","2","26"
"6185","1.27774E+07","0","0","0","1"
"6186","1.626347E+07","20","600","100","8"
"6187","1.626347E+07","20","600","100","8"
"6188","1.626347E+07","20","600","100","8"
"6189","171","0","0","0","9"
"6190","0","0","0","0","9"
"6191","3669","0","0","2","26"
"6192","610","0","0","0","26"
"6193","1.657126E+07","20","600","100","8"
"6194","0.75","0","0","0","14"
"6195","1.271302E+07","20","600","100","8"
"6196","257","0","0","2","26"
"6197","1.435522E+07","20","1000","100","8"
"6198","8242172","20","600","100","8"
"6199","4665263","20","600","100","8"
"6200","955502","20","600","100","8"
"6201","9442435","20","600","100","8"
"6202","3669","0","0","2","26"
"6203","1.110605E+07","0","1","0","1"
"6204","3669","0","0","2","26"
"6205","1.162684E+07","0","6","0","13"
"6206","1688","0","0","3","26"
"6207","644","0","0","0","9"
"6208","1700","0","0","3","26"
"6209","1","0","0","0","2"
"6210","0.5","0","0","0","14"
"6211","2","0","0","0","30"
"6212","40","20","600","100","27"
"6213","1.631773E+07","20","300","50","8"
"6214","2251","0","0","0","26"
"6215","2251","0","0","0","26"
"6216","2245","0","0","0","26"
"6217","2245","0","0","0","26"
"6218","1.348838E+07","8","400","128","8"
"6219","6","0","0","0","9"
"6220","6","0","0","0","9"
"6221","1545","0","0","2","26"
"6222","0.5","0","0","0","14"
"6223","739","0","0","1","26"
"6224","0","0","0.25","0","14"
"6225","750","0","0","3","26"
"6226","3591","0","0","1","26"
"6227","2555970","0","0","0","1"
"6228","0.65","0","2","-2.147484E+09","14"
"6229","1.261586E+07","0","0","0","1"
"6230","0.99","0","2","0","14"
"6231","664","0","0","0","9"
"6232","7627017","0","0","0","1"
"6233","3672","0","0","1","26"
"6234","3675","0","0","1","26"
"6235","2758","0","0","0","26"
"6236","1.671424E+07","0","0","0","1"
